TicketID,CreatedDate,ResolvedDate,Priority,AssignedTeam,Subject
e75ee299,2024-11-04 09:00:00,2024-11-06 19:00:00,High,Support A,Connectivity
916e6497,2025-05-28 09:00:00,2025-05-31 09:00:00,Low,Support C,Error Message
178c7670,2024-12-03 04:00:00,2024-12-05 09:00:00,Critical,Support B,Feature Request
11c73e9d,2025-02-09 02:00:00,2025-02-10 19:00:00,Critical,Support B,Slow Performance
13f11e92,2024-10-18 04:00:00,2024-10-19 23:00:00,Low,Support A,Error Message
01a9f75d,2024-10-31 08:00:00,2024-11-02 06:00:00,High,Support B,Slow Performance
69f70be0,2025-02-17 12:00:00,2025-02-19 11:00:00,Medium,Support A,Login Issue
bd7b8daf,2025-01-26 00:00:00,2025-01-28 17:00:00,High,Support A,Connectivity
bd26af5e,2024-10-29 03:00:00,2024-10-31 04:00:00,Low,Support B,Connectivity
8a40e78a,2025-02-22 09:00:00,2025-02-25 02:00:00,High,Support A,Feature Request
ca23fd7f,2025-06-07 12:00:00,2025-06-09 10:00:00,Critical,Support B,Connectivity
9a58a433,2025-01-13 08:00:00,2025-01-15 09:00:00,High,Support C,Login Issue
7c57ed00,2025-02-01 15:00:00,2025-02-01 16:00:00,Low,Support C,Feature Request
a21f4dac,2025-06-21 23:00:00,2025-06-24 20:00:00,Critical,Support A,Error Message
02e9ccfa,2025-01-25 02:00:00,2025-01-27 10:00:00,High,Support B,Connectivity
cda556e4,2024-11-16 18:00:00,2024-11-19 17:00:00,High,Support B,Feature Request
3340178e,2025-03-19 23:00:00,2025-03-20 00:00:00,Critical,Support C,Login Issue
4154c8bd,2024-12-05 11:00:00,2024-12-09 13:00:00,Medium,Support C,Slow Performance
0aacac9c,2025-04-30 09:00:00,2025-05-02 05:00:00,Critical,Support B,Slow Performance
d62cce1b,2025-05-01 16:00:00,2025-05-04 18:00:00,Medium,Support A,Login Issue
f1f4e94a,2024-12-29 07:00:00,2024-12-30 06:00:00,Low,Support C,Login Issue
2d05106d,2024-12-10 07:00:00,2024-12-12 21:00:00,Low,Support A,Slow Performance
9e76ee2c,2025-03-22 04:00:00,2025-03-23 02:00:00,Critical,Support A,Feature Request
e08f738d,2025-03-10 11:00:00,2025-03-11 20:00:00,Critical,Support C,Slow Performance
4d4b9a3d,2025-02-21 08:00:00,2025-02-25 05:00:00,Low,Support A,Login Issue
cd81be57,2025-03-06 22:00:00,2025-03-08 17:00:00,Medium,Support A,Connectivity
dc67d5b2,2025-05-24 04:00:00,2025-05-26 09:00:00,Low,Support B,Error Message
7ea8584b,2025-01-05 22:00:00,2025-01-08 18:00:00,Critical,Support A,Connectivity
12686b6c,2025-06-23 00:00:00,2025-06-25 11:00:00,Low,Support B,Connectivity
9f028396,2025-01-30 10:00:00,2025-02-01 13:00:00,Critical,Support C,Login Issue
e22a8c0d,2025-04-26 00:00:00,2025-04-28 08:00:00,Critical,Support C,Slow Performance
3a6c13a2,2025-06-04 13:00:00,2025-06-08 22:00:00,Low,Support B,Feature Request
4b733cdb,2025-05-13 16:00:00,2025-05-15 14:00:00,Medium,Support C,Connectivity
d778e099,2025-03-14 16:00:00,2025-03-16 20:00:00,High,Support A,Slow Performance
6ef48fd1,2025-06-16 13:00:00,2025-06-19 14:00:00,Low,Support A,Feature Request
c5b01b9d,2024-10-25 19:00:00,2024-10-28 21:00:00,High,Support A,Connectivity
7042d11f,2025-06-07 23:00:00,2025-06-11 03:00:00,Low,Support C,Feature Request
6b311ba3,2024-10-31 08:00:00,2024-11-02 23:00:00,High,Support A,Slow Performance
47f42ac4,2024-11-26 21:00:00,2024-11-27 17:00:00,Medium,Support C,Error Message
1638d963,2025-04-06 04:00:00,2025-04-09 19:00:00,Medium,Support A,Slow Performance
7b0f20eb,2024-10-30 02:00:00,2024-10-30 22:00:00,Low,Support B,Login Issue
e24f75c1,2025-06-21 08:00:00,2025-06-23 15:00:00,Critical,Support C,Feature Request
63fd184d,2025-05-27 19:00:00,2025-05-29 00:00:00,High,Support C,Error Message
a9daf53c,2024-10-17 11:00:00,2024-10-19 09:00:00,Critical,Support A,Feature Request
277dbde2,2025-03-23 19:00:00,2025-03-26 02:00:00,Critical,Support C,Feature Request
3376d851,2025-03-31 16:00:00,2025-04-02 23:00:00,Critical,Support C,Connectivity
ecd6ca61,2025-01-13 06:00:00,2025-01-15 16:00:00,Medium,Support B,Login Issue
a4aba78f,2024-12-15 19:00:00,2024-12-19 09:00:00,Low,Support B,Feature Request
0052d644,2024-10-30 21:00:00,2024-11-02 07:00:00,Low,Support A,Slow Performance
cfa6b83b,2025-01-24 22:00:00,2025-01-26 16:00:00,Medium,Support B,Slow Performance
d36bbca1,2025-04-25 02:00:00,2025-04-28 01:00:00,Medium,Support A,Connectivity
9bbd3497,2025-02-27 01:00:00,2025-03-02 05:00:00,Low,Support A,Login Issue
3da00d87,2025-05-17 14:00:00,2025-05-18 08:00:00,Critical,Support A,Login Issue
1d1f6d43,2024-10-06 23:00:00,2024-10-09 13:00:00,High,Support C,Slow Performance
66e09660,2025-04-26 12:00:00,2025-04-29 04:00:00,High,Support B,Error Message
d7f846b2,2025-02-08 20:00:00,2025-02-10 12:00:00,High,Support A,Connectivity
3897739b,2025-04-06 03:00:00,2025-04-09 12:00:00,Critical,Support B,Connectivity
6499a2d2,2025-01-31 10:00:00,2025-02-02 06:00:00,Low,Support A,Slow Performance
cb7f04a3,2025-05-21 20:00:00,2025-05-23 23:00:00,Medium,Support B,Slow Performance
b7c92f16,2025-03-01 12:00:00,2025-03-03 07:00:00,Low,Support B,Error Message
f1dee756,2025-02-12 06:00:00,2025-02-14 06:00:00,Critical,Support A,Error Message
9514a878,2024-11-18 15:00:00,2024-11-19 12:00:00,Medium,Support C,Login Issue
12e00cf1,2025-01-18 00:00:00,2025-01-18 13:00:00,Critical,Support B,Connectivity
06e6f660,2024-11-14 06:00:00,2024-11-17 20:00:00,High,Support C,Connectivity
be7c5136,2024-12-29 20:00:00,2024-12-30 23:00:00,High,Support C,Slow Performance
7a5e9f2f,2025-05-04 01:00:00,2025-05-05 01:00:00,Critical,Support A,Login Issue
c2f3968a,2025-05-10 01:00:00,2025-05-10 02:00:00,Medium,Support A,Connectivity
91a8d64b,2025-02-02 06:00:00,2025-02-03 14:00:00,Medium,Support A,Login Issue
25e009a5,2025-02-15 06:00:00,2025-02-15 22:00:00,Low,Support B,Login Issue
93868fc2,2025-04-16 01:00:00,2025-04-19 16:00:00,High,Support A,Slow Performance
5a8473e3,2024-11-18 04:00:00,2024-11-21 04:00:00,Low,Support A,Login Issue
13fbbd9f,2025-05-11 06:00:00,2025-05-12 13:00:00,Low,Support B,Error Message
71aff7e9,2024-10-31 12:00:00,2024-11-04 18:00:00,Critical,Support B,Error Message
038b03d9,2025-03-30 10:00:00,2025-04-02 09:00:00,Critical,Support A,Feature Request
391c39e0,2025-04-20 22:00:00,2025-04-22 14:00:00,Low,Support A,Slow Performance
cc2fbd39,2024-11-09 17:00:00,2024-11-09 18:00:00,High,Support A,Feature Request
27a44e0f,2025-01-14 19:00:00,2025-01-19 01:00:00,Critical,Support A,Error Message
78fd823a,2025-02-16 12:00:00,2025-02-17 02:00:00,Low,Support C,Feature Request
5d6a65a6,2025-02-15 13:00:00,2025-02-15 21:00:00,Low,Support C,Slow Performance
a13b7875,2024-12-04 06:00:00,2024-12-07 06:00:00,Low,Support A,Slow Performance
c8b5773f,2025-05-09 13:00:00,2025-05-13 23:00:00,Low,Support C,Login Issue
3d0a79c3,2025-05-29 12:00:00,2025-06-01 21:00:00,Low,Support B,Connectivity
1805f13b,2024-11-19 15:00:00,2024-11-22 04:00:00,Low,Support C,Login Issue
1379d8fd,2025-06-21 01:00:00,2025-06-23 15:00:00,Critical,Support C,Slow Performance
e58f04cd,2025-05-18 16:00:00,2025-05-21 12:00:00,High,Support A,Error Message
fd6ca3da,2025-02-02 17:00:00,2025-02-05 11:00:00,Low,Support C,Error Message
e316549b,2025-01-20 17:00:00,2025-01-22 23:00:00,Medium,Support C,Login Issue
13da317f,2024-11-20 17:00:00,2024-11-22 19:00:00,Critical,Support C,Slow Performance
5eb4e2fc,2024-12-04 04:00:00,2024-12-06 02:00:00,Critical,Support C,Error Message
4ce3f7c6,2025-06-15 04:00:00,2025-06-16 09:00:00,Low,Support B,Slow Performance
bd7ec860,2025-02-12 20:00:00,2025-02-14 13:00:00,Critical,Support A,Error Message
5bf78065,2025-05-19 21:00:00,2025-05-20 04:00:00,Low,Support A,Slow Performance
cafd2a49,2025-01-08 10:00:00,2025-01-10 07:00:00,High,Support B,Feature Request
03f6ccc9,2025-03-04 23:00:00,2025-03-05 23:00:00,High,Support C,Slow Performance
555e0243,2025-05-22 23:00:00,2025-05-23 20:00:00,Critical,Support B,Slow Performance
65d33077,2024-11-27 20:00:00,2024-11-30 00:00:00,Critical,Support C,Login Issue
71fff7fa,2024-12-17 08:00:00,2024-12-20 17:00:00,Medium,Support B,Feature Request
7d483fbe,2024-11-26 21:00:00,2024-11-29 19:00:00,Critical,Support A,Connectivity
274046ac,2024-10-21 19:00:00,2024-10-22 05:00:00,Medium,Support A,Login Issue
2dd688ba,2024-12-10 00:00:00,2024-12-11 00:00:00,High,Support A,Connectivity
49a52d77,2024-10-22 06:00:00,2024-10-25 04:00:00,High,Support C,Error Message
be42e547,2025-03-29 16:00:00,2025-03-30 16:00:00,Low,Support C,Connectivity
15bd8a73,2024-11-25 04:00:00,2024-11-26 22:00:00,High,Support B,Slow Performance
fc116805,2024-11-18 03:00:00,2024-11-20 16:00:00,Medium,Support B,Connectivity
d4af624f,2024-12-16 03:00:00,2024-12-17 03:00:00,Critical,Support A,Login Issue
dc17eff5,2025-02-08 21:00:00,2025-02-10 23:00:00,Low,Support C,Login Issue
49c1ff3e,2025-02-23 06:00:00,2025-02-23 21:00:00,Medium,Support B,Connectivity
6ebbd1b9,2024-12-15 10:00:00,2024-12-16 19:00:00,Critical,Support C,Login Issue
96a1da8d,2025-01-30 19:00:00,2025-02-02 02:00:00,Low,Support C,Login Issue
23dbd0f1,2025-05-09 21:00:00,2025-05-10 06:00:00,High,Support A,Connectivity
492c3d96,2025-01-01 06:00:00,2025-01-03 16:00:00,Medium,Support A,Feature Request
11e97a9c,2025-03-24 10:00:00,2025-03-26 09:00:00,Critical,Support C,Feature Request
2e76f5bb,2024-10-30 17:00:00,2024-11-02 06:00:00,Low,Support C,Error Message
d2af411f,2025-06-07 01:00:00,2025-06-09 06:00:00,Low,Support C,Login Issue
fd3ef019,2025-02-28 02:00:00,2025-03-03 10:00:00,High,Support C,Connectivity
ecf3fb7b,2025-03-22 06:00:00,2025-03-24 09:00:00,Critical,Support A,Login Issue
69284272,2025-02-24 18:00:00,2025-02-26 07:00:00,High,Support B,Slow Performance
733621f0,2025-03-27 20:00:00,2025-03-29 22:00:00,High,Support A,Login Issue
2a29a663,2025-04-16 20:00:00,2025-04-19 09:00:00,Critical,Support B,Login Issue
71eb4a7f,2025-04-21 01:00:00,2025-04-23 02:00:00,Critical,Support C,Feature Request
fe6e6a2f,2024-11-21 19:00:00,2024-11-23 19:00:00,Critical,Support B,Connectivity
24b0cf39,2025-03-04 13:00:00,2025-03-05 20:00:00,Medium,Support A,Login Issue
550b2468,2024-11-15 01:00:00,2024-11-16 09:00:00,Critical,Support A,Feature Request
6ae2ec2e,2025-05-29 19:00:00,2025-05-30 09:00:00,Low,Support C,Error Message
dabf4e4a,2024-10-19 23:00:00,2024-10-23 16:00:00,High,Support A,Feature Request
818d4992,2025-04-24 04:00:00,2025-04-24 22:00:00,Medium,Support C,Feature Request
8cb81d22,2024-11-07 06:00:00,2024-11-08 13:00:00,Critical,Support A,Feature Request
9887a0f4,2024-11-27 16:00:00,2024-11-28 22:00:00,Medium,Support A,Login Issue
991d987c,2024-12-21 14:00:00,2024-12-24 11:00:00,Critical,Support C,Login Issue
add94565,2025-02-06 00:00:00,2025-02-07 16:00:00,Medium,Support B,Error Message
12bb70af,2024-12-23 04:00:00,2024-12-26 09:00:00,High,Support A,Slow Performance
279d6f3e,2025-06-28 11:00:00,2025-06-29 18:00:00,High,Support B,Slow Performance
dddeb1a4,2025-03-28 13:00:00,2025-03-30 19:00:00,Low,Support A,Slow Performance
fab84f0e,2024-10-22 00:00:00,2024-10-23 03:00:00,Low,Support A,Error Message
368346bc,2024-11-20 14:00:00,2024-11-24 17:00:00,Critical,Support A,Slow Performance
ad3ea443,2024-12-03 19:00:00,2024-12-04 14:00:00,High,Support A,Slow Performance
d162c1dc,2025-02-21 08:00:00,2025-02-23 15:00:00,Medium,Support B,Feature Request
277544ea,2024-11-04 07:00:00,2024-11-06 22:00:00,Medium,Support B,Login Issue
b9454b95,2024-11-08 16:00:00,2024-11-11 01:00:00,Medium,Support A,Login Issue
299827f1,2025-04-28 13:00:00,2025-04-30 08:00:00,Low,Support A,Feature Request
7d0a9077,2025-05-07 04:00:00,2025-05-09 00:00:00,Medium,Support B,Feature Request
31240cce,2024-10-06 13:00:00,2024-10-08 14:00:00,Low,Support C,Feature Request
08654bb0,2024-12-27 17:00:00,2024-12-29 13:00:00,Low,Support C,Login Issue
cb63a244,2025-03-01 03:00:00,2025-03-04 02:00:00,Critical,Support B,Slow Performance
0389b01f,2025-04-18 04:00:00,2025-04-22 09:00:00,Medium,Support A,Feature Request
cfb4f4a8,2025-06-21 04:00:00,2025-06-22 14:00:00,Medium,Support A,Error Message
2f854b33,2024-12-17 04:00:00,2024-12-17 19:00:00,High,Support C,Feature Request
e6e78de1,2025-04-23 14:00:00,2025-04-25 11:00:00,Critical,Support C,Connectivity
cbe65cfd,2025-05-08 12:00:00,2025-05-13 01:00:00,High,Support B,Feature Request
2e3de439,2025-03-23 23:00:00,2025-03-25 03:00:00,Critical,Support C,Login Issue
92f41117,2025-01-31 05:00:00,2025-02-03 20:00:00,Medium,Support B,Feature Request
87e4f7c8,2025-02-14 20:00:00,2025-02-18 12:00:00,Low,Support C,Connectivity
143fc0b1,2025-03-29 02:00:00,2025-03-30 12:00:00,Low,Support C,Error Message
bc3361fa,2025-01-26 03:00:00,2025-01-28 16:00:00,Low,Support C,Slow Performance
8f690a18,2025-05-11 20:00:00,2025-05-15 11:00:00,Low,Support A,Feature Request
c8f833f9,2025-05-30 11:00:00,2025-06-01 01:00:00,Low,Support A,Connectivity
3f40f494,2024-11-22 02:00:00,2024-11-23 21:00:00,High,Support A,Connectivity
33b163a2,2025-05-29 18:00:00,2025-05-31 04:00:00,Critical,Support C,Error Message
bc403ee1,2025-05-24 11:00:00,2025-05-25 10:00:00,Medium,Support B,Login Issue
6149b3fb,2025-02-24 08:00:00,2025-02-25 16:00:00,High,Support B,Feature Request
eb394053,2025-06-15 22:00:00,2025-06-16 16:00:00,Critical,Support B,Connectivity
8ab166b5,2024-11-22 08:00:00,2024-11-24 08:00:00,Low,Support B,Error Message
f786ff61,2025-02-18 16:00:00,2025-02-19 21:00:00,Critical,Support A,Slow Performance
8c94b7b5,2025-05-24 05:00:00,2025-05-26 10:00:00,Critical,Support A,Connectivity
8465daf6,2025-05-08 06:00:00,2025-05-08 16:00:00,Low,Support C,Error Message
e4c6569b,2025-02-23 06:00:00,2025-02-25 13:00:00,Low,Support C,Login Issue
ad1d73eb,2025-02-27 08:00:00,2025-03-02 04:00:00,Low,Support B,Login Issue
4f7c444a,2024-11-28 04:00:00,2024-11-28 05:00:00,Medium,Support A,Connectivity
40b62a3f,2025-03-01 13:00:00,2025-03-03 21:00:00,Low,Support B,Connectivity
2b3bdb95,2025-02-16 18:00:00,2025-02-19 23:00:00,Medium,Support C,Feature Request
5271ce66,2025-01-21 15:00:00,2025-01-22 09:00:00,Low,Support C,Error Message
b5c7d580,2024-10-20 14:00:00,2024-10-24 06:00:00,Medium,Support B,Connectivity
fb0272ca,2025-05-02 19:00:00,2025-05-05 05:00:00,Critical,Support C,Feature Request
3bb334cf,2024-11-26 09:00:00,2024-11-27 16:00:00,High,Support B,Feature Request
4e378072,2025-01-24 23:00:00,2025-01-26 21:00:00,Critical,Support A,Connectivity
43db7075,2025-01-26 23:00:00,2025-01-29 12:00:00,Critical,Support B,Login Issue
3b1a4447,2025-04-29 23:00:00,2025-05-02 00:00:00,Low,Support A,Error Message
61e1dff6,2024-10-15 21:00:00,2024-10-18 09:00:00,Medium,Support A,Error Message
b46ffe0d,2025-02-03 19:00:00,2025-02-04 20:00:00,High,Support C,Login Issue
353073bd,2024-10-28 19:00:00,2024-10-30 23:00:00,Low,Support C,Connectivity
6bdb7f88,2025-04-05 04:00:00,2025-04-05 18:00:00,Low,Support C,Error Message
3d7c31c9,2025-05-02 15:00:00,2025-05-04 12:00:00,Low,Support B,Connectivity
8bd2f0c8,2024-11-17 17:00:00,2024-11-18 19:00:00,Critical,Support B,Connectivity
9f028fed,2025-05-16 19:00:00,2025-05-18 01:00:00,Medium,Support C,Feature Request
a3813f4a,2025-03-24 09:00:00,2025-03-27 14:00:00,Medium,Support B,Login Issue
d29ed743,2025-03-04 23:00:00,2025-03-08 01:00:00,High,Support C,Connectivity
04d21c84,2025-01-23 09:00:00,2025-01-25 23:00:00,Medium,Support B,Slow Performance
02302875,2024-10-23 11:00:00,2024-10-24 08:00:00,Medium,Support A,Login Issue
37796399,2025-01-24 19:00:00,2025-01-26 11:00:00,Low,Support A,Error Message
d2507ec5,2025-04-25 20:00:00,2025-04-29 01:00:00,Low,Support C,Feature Request
32836800,2025-03-22 08:00:00,2025-03-24 11:00:00,Critical,Support B,Error Message
6f6eae24,2025-04-20 11:00:00,2025-04-24 18:00:00,Low,Support B,Error Message
41a13d00,2025-03-07 07:00:00,2025-03-09 16:00:00,Low,Support A,Login Issue
02d4e906,2025-06-09 18:00:00,2025-06-11 22:00:00,Low,Support A,Error Message
e783fbfa,2025-05-10 16:00:00,2025-05-12 08:00:00,Low,Support C,Connectivity
fefc8580,2025-04-28 08:00:00,2025-04-30 11:00:00,Critical,Support A,Error Message
5663d78a,2025-06-13 12:00:00,2025-06-15 08:00:00,Low,Support C,Feature Request
98e63e46,2025-01-13 12:00:00,2025-01-16 04:00:00,High,Support A,Feature Request
7a95d849,2025-01-24 19:00:00,2025-01-27 17:00:00,High,Support A,Slow Performance
d94f87ff,2024-11-08 12:00:00,2024-11-09 17:00:00,High,Support B,Feature Request
5aa10b47,2025-02-01 04:00:00,2025-02-01 20:00:00,High,Support A,Error Message
198db44a,2024-12-05 21:00:00,2024-12-06 00:00:00,Low,Support A,Feature Request
9ad393b6,2025-02-16 12:00:00,2025-02-19 00:00:00,High,Support C,Login Issue
eedfdea9,2025-04-05 21:00:00,2025-04-06 18:00:00,Low,Support A,Feature Request
11178bce,2025-05-27 01:00:00,2025-05-27 02:00:00,Critical,Support C,Connectivity
3385ca6c,2024-10-11 15:00:00,2024-10-14 00:00:00,High,Support A,Login Issue
f8d06bfc,2025-04-19 04:00:00,2025-04-23 15:00:00,Medium,Support A,Slow Performance
f5709f53,2024-12-16 14:00:00,2024-12-18 13:00:00,High,Support C,Connectivity
5ab76c54,2024-12-21 00:00:00,2024-12-23 20:00:00,High,Support B,Error Message
5ea0a8ff,2024-10-01 09:00:00,2024-10-03 10:00:00,Low,Support C,Error Message
2e6884da,2025-01-28 15:00:00,2025-01-30 12:00:00,High,Support C,Error Message
4729c1a4,2024-11-03 05:00:00,2024-11-06 03:00:00,Medium,Support C,Connectivity
027d9cf5,2025-04-26 04:00:00,2025-04-27 21:00:00,Low,Support B,Connectivity
ef391226,2025-05-02 12:00:00,2025-05-04 18:00:00,Low,Support A,Connectivity
fbfb95b9,2024-11-12 07:00:00,2024-11-14 14:00:00,Critical,Support C,Login Issue
cedc69a5,2024-12-16 00:00:00,2024-12-17 07:00:00,Critical,Support C,Login Issue
f88f24e5,2025-04-05 05:00:00,2025-04-08 04:00:00,High,Support B,Error Message
ac075395,2025-02-08 16:00:00,2025-02-10 11:00:00,Critical,Support C,Feature Request
172d4e7d,2024-12-31 09:00:00,2025-01-01 14:00:00,Critical,Support A,Error Message
f98340bd,2024-10-10 07:00:00,2024-10-12 19:00:00,Critical,Support B,Slow Performance
5b5b1232,2025-05-12 06:00:00,2025-05-13 08:00:00,Low,Support A,Login Issue
7fd65237,2025-06-21 08:00:00,2025-06-23 08:00:00,Low,Support A,Connectivity
cada1a1d,2025-06-03 18:00:00,2025-06-05 17:00:00,Low,Support B,Login Issue
db7ce21b,2025-04-25 04:00:00,2025-04-28 06:00:00,Critical,Support C,Connectivity
337faee8,2025-03-23 06:00:00,2025-03-25 17:00:00,Low,Support A,Slow Performance
f371a2bb,2025-05-11 08:00:00,2025-05-13 07:00:00,Critical,Support A,Slow Performance
46fe8f8a,2025-03-13 13:00:00,2025-03-16 08:00:00,Low,Support A,Login Issue
de8588db,2025-04-18 08:00:00,2025-04-21 17:00:00,Low,Support A,Connectivity
a2c0b3e9,2025-05-21 12:00:00,2025-05-24 01:00:00,Medium,Support B,Slow Performance
60690327,2025-03-16 16:00:00,2025-03-18 16:00:00,High,Support B,Error Message
056b8a0b,2024-12-08 01:00:00,2024-12-08 17:00:00,Critical,Support A,Error Message
ac3fb6e3,2024-12-29 16:00:00,2024-12-30 14:00:00,Medium,Support C,Connectivity
6eec2294,2024-10-22 06:00:00,2024-10-23 22:00:00,Low,Support A,Login Issue
60425a9c,2024-10-17 00:00:00,2024-10-18 09:00:00,Critical,Support C,Slow Performance
9f0d696c,2024-10-17 20:00:00,2024-10-19 15:00:00,Low,Support A,Login Issue
8edffdac,2025-04-11 05:00:00,2025-04-13 06:00:00,High,Support C,Error Message
eb37304c,2025-04-09 11:00:00,2025-04-11 23:00:00,Medium,Support A,Slow Performance
7c2746bc,2024-12-23 08:00:00,2024-12-25 06:00:00,High,Support C,Login Issue
6111ed0d,2025-01-23 20:00:00,2025-01-26 07:00:00,Medium,Support A,Feature Request
5f192033,2024-12-09 12:00:00,2024-12-11 13:00:00,Low,Support A,Connectivity
dd4990e4,2025-06-07 13:00:00,2025-06-07 14:00:00,High,Support C,Connectivity
4fe79264,2024-11-30 20:00:00,2024-12-01 21:00:00,High,Support B,Feature Request
6debe344,2025-03-01 12:00:00,2025-03-03 08:00:00,Low,Support C,Error Message
91765241,2025-01-22 12:00:00,2025-01-23 06:00:00,High,Support B,Slow Performance
b1cfa12c,2025-04-19 09:00:00,2025-04-21 23:00:00,Critical,Support A,Connectivity
bc016384,2025-03-24 02:00:00,2025-03-27 14:00:00,Medium,Support C,Feature Request
6fb74d4b,2025-05-08 08:00:00,2025-05-11 13:00:00,Medium,Support C,Feature Request
47a727ff,2025-06-07 21:00:00,2025-06-09 15:00:00,Medium,Support C,Error Message
465c0017,2024-12-25 08:00:00,2024-12-28 19:00:00,Critical,Support B,Error Message
ebc194c0,2025-03-22 18:00:00,2025-03-24 21:00:00,Medium,Support B,Login Issue
9ec0288a,2025-04-18 04:00:00,2025-04-19 19:00:00,Low,Support A,Connectivity
5d639331,2024-10-30 20:00:00,2024-11-01 05:00:00,High,Support B,Login Issue
f95211e6,2025-05-20 21:00:00,2025-05-22 13:00:00,Critical,Support B,Feature Request
12d66287,2025-04-08 08:00:00,2025-04-09 22:00:00,Medium,Support A,Slow Performance
f71ea178,2025-04-26 08:00:00,2025-04-28 12:00:00,Low,Support C,Slow Performance
3e1d87ba,2025-04-09 23:00:00,2025-04-12 02:00:00,High,Support C,Error Message
8c234f5a,2024-12-15 23:00:00,2024-12-17 23:00:00,High,Support A,Slow Performance
e579ba5d,2024-12-26 17:00:00,2024-12-29 03:00:00,Critical,Support C,Slow Performance
49e9af60,2025-02-20 11:00:00,2025-02-23 15:00:00,Critical,Support B,Slow Performance
8488714d,2025-06-17 22:00:00,2025-06-20 20:00:00,Critical,Support A,Feature Request
0ed2308e,2024-12-05 14:00:00,2024-12-06 02:00:00,Low,Support A,Slow Performance
6062fe08,2025-06-20 09:00:00,2025-06-20 10:00:00,Low,Support A,Slow Performance
ff4c4abf,2024-10-11 09:00:00,2024-10-14 07:00:00,Critical,Support C,Slow Performance
381f2bb5,2024-10-29 01:00:00,2024-10-29 16:00:00,Medium,Support A,Login Issue
106c640a,2025-04-07 21:00:00,2025-04-09 15:00:00,High,Support A,Feature Request
16eb1239,2024-12-30 05:00:00,2024-12-31 00:00:00,High,Support A,Error Message
6ed3ed46,2024-11-02 02:00:00,2024-11-02 06:00:00,Low,Support C,Login Issue
35878301,2025-03-15 02:00:00,2025-03-17 14:00:00,High,Support B,Connectivity
dc7cb82f,2025-03-31 19:00:00,2025-04-03 13:00:00,Medium,Support A,Feature Request
0578415a,2024-12-22 16:00:00,2024-12-24 02:00:00,High,Support B,Feature Request
fd22b465,2024-11-14 21:00:00,2024-11-14 22:00:00,Low,Support C,Connectivity
08ec91e6,2024-10-10 19:00:00,2024-10-12 05:00:00,Low,Support C,Connectivity
463ba8d8,2024-10-17 04:00:00,2024-10-19 13:00:00,Medium,Support C,Connectivity
ac43e7da,2025-02-04 13:00:00,2025-02-05 01:00:00,Medium,Support C,Error Message
bd8d2a70,2025-04-21 10:00:00,2025-04-23 14:00:00,High,Support B,Slow Performance
be131599,2024-12-17 00:00:00,2024-12-18 23:00:00,High,Support A,Feature Request
b1abe381,2025-04-15 15:00:00,2025-04-18 04:00:00,Low,Support C,Slow Performance
32ebec8c,2025-01-26 06:00:00,2025-01-28 08:00:00,Medium,Support C,Slow Performance
cb56eab4,2025-02-18 14:00:00,2025-02-19 14:00:00,Medium,Support B,Connectivity
0fba5b7a,2025-02-14 14:00:00,2025-02-17 18:00:00,Medium,Support B,Error Message
2401168c,2024-11-22 04:00:00,2024-11-24 00:00:00,High,Support C,Login Issue
8cfa7df5,2025-03-15 21:00:00,2025-03-17 20:00:00,Medium,Support A,Error Message
4a2d920f,2025-04-13 17:00:00,2025-04-14 18:00:00,Low,Support A,Slow Performance
630aaab4,2024-12-28 10:00:00,2024-12-29 23:00:00,Low,Support C,Error Message
221ae3e1,2025-04-07 18:00:00,2025-04-08 20:00:00,High,Support B,Connectivity
831b90d1,2024-12-29 14:00:00,2024-12-31 09:00:00,Critical,Support C,Login Issue
572b8da5,2025-04-21 11:00:00,2025-04-25 04:00:00,High,Support C,Connectivity
5b3dc6ad,2024-11-25 09:00:00,2024-11-26 00:00:00,Critical,Support B,Login Issue
f1fc75f7,2025-06-18 01:00:00,2025-06-18 10:00:00,Medium,Support C,Slow Performance
34460539,2024-11-26 14:00:00,2024-11-30 01:00:00,High,Support C,Login Issue
10cc43e3,2025-01-12 10:00:00,2025-01-14 04:00:00,Low,Support C,Login Issue
36c65bc8,2025-04-08 06:00:00,2025-04-09 13:00:00,Medium,Support B,Login Issue
888976d2,2024-12-24 01:00:00,2024-12-27 01:00:00,Low,Support A,Error Message
62d0756d,2024-11-25 11:00:00,2024-11-26 20:00:00,Medium,Support A,Error Message
4a0d71d9,2025-03-31 00:00:00,2025-04-03 19:00:00,High,Support B,Slow Performance
2f191ea4,2025-03-27 13:00:00,2025-03-30 05:00:00,Critical,Support A,Login Issue
aab1efbd,2024-11-26 14:00:00,2024-11-28 02:00:00,Medium,Support C,Feature Request
3dbbd007,2025-05-02 03:00:00,2025-05-06 06:00:00,Critical,Support A,Slow Performance
7cb74684,2025-04-12 05:00:00,2025-04-13 14:00:00,Medium,Support C,Login Issue
6a431172,2025-04-21 06:00:00,2025-04-23 23:00:00,Low,Support A,Login Issue
fdebbcfa,2025-02-10 09:00:00,2025-02-12 16:00:00,Low,Support B,Error Message
eb1f9a23,2024-12-28 16:00:00,2024-12-31 23:00:00,Medium,Support A,Slow Performance
ba9e4066,2024-12-30 20:00:00,2025-01-03 09:00:00,Critical,Support A,Login Issue
a6194d80,2025-04-22 20:00:00,2025-04-24 20:00:00,High,Support A,Login Issue
