Date,Service,Region,ActualCostUSD,ReservedInstance,UnderutilizedRI,ForecastedCostUSD
2024-05-10,EBS,us-west-2,23.29,False,False,26.7
2024-06-28,S3,ap-southeast-1,13.23,False,False,22.46
2024-06-13,S3,us-west-2,94.06,False,False,96.98
2024-05-25,DynamoDB,eu-west-1,32.48,False,False,30.68
2024-02-03,Lambda,ap-southeast-1,111.85,False,False,114.8
2024-05-08,Lambda,ap-southeast-1,79.67,False,False,85.21
2024-01-17,DynamoDB,eu-west-1,53.17,True,True,57.27
2024-04-23,EC2,us-east-1,45.57,True,False,48.11
2024-02-22,DynamoDB,ap-southeast-1,32.81,False,False,38.14
2024-06-22,Elastic Beanstalk,us-west-2,15.65,True,False,21.5
2024-03-03,Elastic Beanstalk,eu-west-1,28.1,True,True,35.01
2024-03-25,CloudFront,eu-west-1,31.49,False,False,34.73
2024-04-06,EC2,eu-west-1,102.2,True,False,101.36
2024-03-12,DynamoDB,us-west-2,76.3,False,False,77.03
2024-04-14,Elastic Beanstalk,eu-west-1,51.08,True,False,57.11
2024-02-07,Elastic Beanstalk,us-east-1,53.82,False,False,49.74
2024-03-15,Lambda,us-west-2,10.57,False,False,12.41
2024-05-02,EBS,ap-southeast-1,40.0,True,False,38.03
2024-06-15,S3,us-west-2,81.55,True,False,81.69
2024-03-15,EC2,us-west-2,39.53,False,False,45.92
2024-05-10,EBS,us-east-1,22.6,True,False,23.56
2024-06-26,S3,us-east-1,36.6,False,False,36.83
2024-01-21,CloudFront,ap-southeast-1,50.23,True,False,43.43
2024-05-02,Lambda,us-west-2,63.99,True,True,67.72
2024-04-07,CloudFront,us-east-1,11.12,True,False,14.35
2024-03-09,EC2,ap-southeast-1,25.08,False,False,35.9
2024-05-21,S3,eu-west-1,73.97,False,False,72.43
2024-05-14,S3,eu-west-1,48.05,False,False,49.15
2024-06-11,CloudFront,us-east-1,40.45,True,False,41.7
2024-02-19,EBS,us-west-2,73.87,False,False,81.76
2024-04-17,RDS,eu-west-1,33.06,True,True,32.58
2024-06-08,EBS,us-east-1,31.83,False,False,33.23
2024-06-21,Elastic Beanstalk,us-west-2,32.66,False,False,35.7
2024-01-25,CloudFront,us-west-2,27.7,True,False,28.63
2024-02-20,RDS,us-west-2,14.65,False,False,12.42
2024-06-15,DynamoDB,us-west-2,10.36,False,False,11.33
2024-04-01,DynamoDB,us-east-1,48.38,False,False,53.75
2024-05-14,S3,eu-west-1,48.05,False,False,42.92
2024-03-23,S3,us-west-2,56.04,True,True,56.7
2024-02-24,S3,us-east-1,11.38,False,False,7.88
2024-01-02,EBS,ap-southeast-1,15.86,False,False,21.84
2024-02-04,DynamoDB,ap-southeast-1,7.71,True,True,0.09
2024-03-24,S3,us-west-2,19.06,True,False,16.27
2024-04-20,Lambda,ap-southeast-1,10.42,True,False,12.31
2024-04-02,CloudFront,ap-southeast-1,16.87,True,False,24.7
2024-04-14,EC2,us-east-1,9.49,True,False,9.16
2024-06-12,EC2,us-west-2,19.88,False,False,17.1
2024-05-10,EBS,us-east-1,22.6,True,False,32.01
2024-05-31,EBS,us-west-2,21.76,False,False,14.52
2024-05-24,RDS,us-east-1,42.9,False,False,31.91
2024-04-13,EC2,eu-west-1,28.03,True,True,30.23
2024-05-25,EC2,us-west-2,44.54,True,False,42.03
2024-04-25,S3,us-east-1,64.62,False,False,59.51
2024-02-29,S3,us-west-2,16.72,True,True,20.26
2024-03-01,EBS,us-west-2,20.5,False,False,21.72
2024-01-07,EC2,us-west-2,65.25,False,False,62.43
2024-03-26,EC2,us-east-1,87.13,False,False,80.73
2024-03-21,Elastic Beanstalk,ap-southeast-1,2.06,True,True,6.42
2024-05-07,DynamoDB,ap-southeast-1,277.44,False,False,280.69
2024-01-07,Elastic Beanstalk,us-west-2,41.03,False,False,40.53
2024-01-21,Lambda,eu-west-1,32.55,True,True,41.78
2024-05-08,EBS,eu-west-1,34.23,False,False,28.88
2024-05-13,DynamoDB,us-east-1,16.37,True,False,8.74
2024-01-30,DynamoDB,eu-west-1,19.27,True,False,15.81
2024-01-24,DynamoDB,eu-west-1,28.37,True,False,28.14
2024-06-01,CloudFront,us-west-2,22.22,True,True,23.44
2024-03-10,Lambda,us-west-2,138.8,False,False,137.59
2024-02-02,Lambda,eu-west-1,23.99,False,False,25.75
2024-03-08,DynamoDB,us-east-1,28.99,True,True,22.73
2024-01-22,CloudFront,ap-southeast-1,29.36,False,False,36.58
2024-04-09,EBS,us-east-1,16.11,False,False,15.7
2024-06-02,Elastic Beanstalk,ap-southeast-1,2.85,False,False,8.44
2024-02-14,Elastic Beanstalk,eu-west-1,20.4,True,False,22.11
2024-06-08,CloudFront,ap-southeast-1,111.05,False,False,113.33
2024-06-15,Elastic Beanstalk,us-east-1,88.1,True,False,90.95
2024-04-21,RDS,us-east-1,46.31,False,False,48.55
2024-01-25,DynamoDB,ap-southeast-1,36.51,True,False,39.72
2024-02-24,Lambda,ap-southeast-1,26.03,False,False,32.68
2024-02-11,DynamoDB,ap-southeast-1,18.57,True,False,19.55
2024-02-14,EBS,us-east-1,128.87,True,True,132.42
2024-02-04,Elastic Beanstalk,us-east-1,43.64,True,False,43.19
2024-02-23,DynamoDB,eu-west-1,54.85,False,False,62.05
2024-03-03,Elastic Beanstalk,eu-west-1,28.1,True,True,24.72
2024-02-01,DynamoDB,eu-west-1,12.37,True,False,21.37
2024-06-04,Elastic Beanstalk,eu-west-1,12.9,True,True,12.7
2024-06-19,DynamoDB,us-east-1,27.58,True,False,20.43
2024-02-23,DynamoDB,eu-west-1,96.28,False,False,96.92
2024-04-05,Lambda,us-west-2,10.72,True,True,7.31
2024-05-07,DynamoDB,eu-west-1,11.22,True,False,15.42
2024-01-16,Lambda,us-east-1,38.61,False,False,35.35
2024-05-24,EC2,ap-southeast-1,259.62,False,False,257.39
2024-01-15,EBS,ap-southeast-1,36.31,False,False,26.86
2024-02-15,EBS,us-east-1,25.83,False,False,23.57
2024-05-08,EC2,us-east-1,27.72,False,False,15.6
2024-03-07,CloudFront,us-east-1,151.75,False,False,143.83
2024-02-06,DynamoDB,eu-west-1,75.6,False,False,79.4
2024-01-19,EBS,us-west-2,112.24,True,False,116.17
2024-04-08,CloudFront,ap-southeast-1,13.72,True,True,15.85
2024-04-23,Elastic Beanstalk,ap-southeast-1,27.81,False,False,22.98
2024-06-13,CloudFront,us-east-1,49.71,False,False,49.47
2024-04-15,DynamoDB,us-west-2,61.07,False,False,61.05
2024-02-12,DynamoDB,eu-west-1,33.09,True,False,27.3
2024-06-03,RDS,eu-west-1,69.0,True,False,76.52
2024-06-13,S3,us-west-2,94.06,False,False,98.45
2024-03-26,S3,us-west-2,23.1,True,True,22.0
2024-02-29,EBS,us-west-2,38.09,False,False,38.22
2024-01-22,RDS,ap-southeast-1,91.02,False,False,92.06
2024-03-29,EC2,us-east-1,156.53,True,False,146.32
2024-02-05,CloudFront,eu-west-1,41.9,False,False,40.66
2024-02-16,RDS,ap-southeast-1,14.72,True,True,11.31
2024-02-17,RDS,us-east-1,1.66,True,False,0.0
2024-03-02,Elastic Beanstalk,us-west-2,63.58,False,False,62.17
2024-02-12,EC2,us-west-2,13.33,False,False,22.32
2024-06-16,Lambda,us-west-2,19.09,True,False,22.29
2024-04-03,EBS,us-west-2,20.39,False,False,17.53
2024-03-16,DynamoDB,us-east-1,67.51,False,False,70.37
